-20.0,-30.0,5.0,1.5786694
-19.842533,-29.99876,5.0,1.5786694
-19.685106,-29.99504,5.0,1.5944177
-19.527756,-29.988844,5.0,1.6101593
-19.370523,-29.980167,5.0,1.6259233
-19.213448,-29.969019,5.0,1.6416525
-19.056564,-29.955397,5.0,1.6574098
-18.899918,-29.939306,5.0,1.6731551
-18.743544,-29.920752,5.0,1.6889
-18.58748,-29.899736,5.0,1.7046493
-18.431767,-29.876266,5.0,1.7203948
-18.276443,-29.850348,5.0,1.7361442
-18.121546,-29.821985,5.0,1.7518935
-17.967115,-29.79119,5.0,1.7676313
-17.813189,-29.757963,5.0,1.7833904
-17.659805,-29.722319,5.0,1.7991322
-17.507,-29.684263,5.0,1.8148761
-17.354815,-29.643806,5.0,1.8306255
-17.203285,-29.600958,5.0,1.8463757
-17.052448,-29.555729,5.0,1.8621186
-16.902342,-29.50813,5.0,1.8778727
-16.753006,-29.458172,5.0,1.8936232
-16.604473,-29.40587,5.0,1.9093586
-16.456783,-29.351236,5.0,1.9251099
-16.30997,-29.294283,5.0,1.9408573
-16.164074,-29.235023,5.0,1.9566131
-16.019129,-29.173477,5.0,1.9723434
-15.875171,-29.109653,5.0,1.9881057
-15.732236,-29.043571,5.0,2.0038505
-15.590359,-28.975246,5.0,2.0195987
-15.449574,-28.904697,5.0,2.035335
-15.309919,-28.83194,5.0,2.0510879
-15.171428,-28.75699,5.0,2.0668447
-15.034133,-28.67987,5.0,2.0825853
-14.898069,-28.6006,5.0,2.0983272
-14.763271,-28.519194,5.0,2.1140845
-14.629771,-28.435677,5.0,2.129824
-14.497603,-28.350067,5.0,2.1455762
-14.366799,-28.262388,5.0,2.1613152
-14.237392,-28.172659,5.0,2.1770713
-14.109415,-28.080904,5.0,2.1928158
-13.982898,-27.987144,5.0,2.2085648
-13.857873,-27.891405,5.0,2.2243097
-13.734371,-27.793709,5.0,2.2400572
-13.612423,-27.694078,5.0,2.2558107
-13.492059,-27.592543,5.0,2.2715464
-13.373308,-27.489122,5.0,2.2873013
-13.256201,-27.383846,5.0,2.3030424
-13.140766,-27.276737,5.0,2.318801
-13.027032,-27.167826,5.0,2.3345368
-12.915027,-27.057135,5.0,2.3502934
-12.804779,-26.944696,5.0,2.3660314
-12.696315,-26.830534,5.0,2.3817842
-12.589663,-26.714678,5.0,2.3975353
-12.484847,-26.597157,5.0,2.413279
-12.381896,-26.478,5.0,2.4290252
-12.280833,-26.357237,5.0,2.4447749
-12.181685,-26.234898,5.0,2.4605224
-12.0844755,-26.111013,5.0,2.476261
-11.989229,-25.985611,5.0,2.4920232
-11.895968,-25.858727,5.0,2.5077574
-11.804718,-25.730389,5.0,2.523511
-11.715499,-25.60063,5.0,2.5392535
-11.628335,-25.469482,5.0,2.5550044
-11.543247,-25.336977,5.0,2.5707588
-11.460256,-25.20315,5.0,2.5864959
-11.379382,-25.068031,5.0,2.6022491
-11.300647,-24.931658,5.0,2.6179936
-11.224068,-24.79406,5.0,2.6337407
-11.149666,-24.655273,5.0,2.649492
-11.077457,-24.515333,5.0,2.6652315
-11.0074625,-24.374273,5.0,2.6809838
-10.939697,-24.232128,5.0,2.6967316
-10.874179,-24.088934,5.0,2.7124786
-10.810923,-23.944725,5.0,2.728223
-10.749946,-23.79954,5.0,2.74397
-10.691262,-23.65341,5.0,2.759721
-10.634888,-23.506376,5.0,2.7754672
-10.580835,-23.35847,5.0,2.7912188
-10.529118,-23.209734,5.0,2.8069568
-10.47975,-23.060202,5.0,2.822711
-10.432742,-22.90991,5.0,2.8384564
-10.388106,-22.758896,5.0,2.854202
-10.345855,-22.607199,5.0,2.8699515
-10.305997,-22.454855,5.0,2.8856974
-10.268543,-22.301903,5.0,2.9014466
-10.233502,-22.148378,5.0,2.9171937
-10.200884,-21.994322,5.0,2.9329433
-10.170694,-21.839771,5.0,2.9486842
-10.142943,-21.684765,5.0,2.9644384
-10.117636,-21.529339,5.0,2.9801815
-10.094779,-21.373535,5.0,2.9959297
-10.074379,-21.21739,5.0,3.0116804
-10.056439,-21.060944,5.0,3.0274222
-10.040966,-20.904234,5.0,3.0431726
-10.027962,-20.747301,5.0,3.058916
-10.017431,-20.590181,5.0,3.0746708
-10.009376,-20.432917,5.0,3.0904136
-10.003797,-20.275543,5.0,3.1061568
-10.000697,-20.118103,5.0,3.1219087
-10.000077,-19.960632,5.0,3.1376562
-10.001937,-19.803171,5.0,3.1534023
-10.006276,-19.64576,5.0,3.1691518
-10.013094,-19.488436,5.0,3.1849017
-10.0223875,-19.331238,5.0,3.200644
-10.034155,-19.174206,5.0,3.216389
-10.048394,-19.01738,5.0,3.2321413
-10.065101,-18.860798,5.0,3.2478852
